date,region,product_category,units_sold,unit_price,revenue,discount_pct
4/2/2023,East,Electronics,187,93.63,17493.77,0.072
4/3/2023,North,Home,279,37.25,10311.38,0.05
4/4/2023,North,Home,228,65.5,14943.35,0.292
4/5/2023,West,Home,185,270.61,50060.64,0.185
4/6/2023,East,Home,234,212.09,49592.61,0.294
4/7/2023,North,Electronics,183,318.55,58285.2,0.101
4/8/2023,West,Clothing,258,68.14,17589.13,
4/9/2023,East,Food,218,23.11,4997.24,
4/9/2023,West,Food,194,46.4,8927.79,0.078
4/10/2023,South,Electronics,222,493.1,109558.48,0.154
4/11/2023,North,Home,121,121.81,14707.35,0.096
4/12/2023,South,Electronics,143,487.28,69676.2,
4/13/2023,East,Electronics,140,261.12,36607.34,0.079
4/14/2023,South,Clothing,207,129.42,26966.39,0.011
4/15/2023,South,Food,286,23.1,6544.38,0.211
4/16/2023,East,Food,311,7.31,2295.9,0.148
4/17/2023,West,Electronics,231,370.64,85582.46,0.028
4/18/2023,South,Home,225,145.07,32613.81,0.052
4/19/2023,West,Electronics,109,175.14,19054.25,0.031
4/19/2023,South,Electronics,172,337.87,58057.36,0.184
4/20/2023,West,Home,160,155.87,24937.14,0.028
4/21/2023,East,Home,168,172.15,28847.47,0.226
4/22/2023,South,Home,191,105.33,20165.37,0.006
4/23/2023,East,Home,176,70.91,12482.91,0.075
4/24/2023,South,Food,101,21.8,2222.92,0.267
4/25/2023,East,Food,237,11.81,2775.66,
4/26/2023,East,Electronics,146,227.34,33173.28,0.022
4/27/2023,South,Clothing,211,73.78,15581.96,0.246
4/28/2023,South,Clothing,303,143.67,43473.81,0.148
4/29/2023,South,Electronics,154,217.84,33529.46,0.254
4/30/2023,North,Food,73,9.76,669.5,0.18
4/30/2023,West,Clothing,185,86.22,15906.17,
5/1/2023,North,Electronics,255,276.01,70277.06,0.298
5/2/2023,North,Electronics,297,282.5,83969.47,0.07
5/3/2023,East,Food,138,40.13,5503.61,0.187
5/4/2023,South,Electronics,224,172.92,38792.25,0.138
5/5/2023,West,Home,176,100.14,17678.08,0.012
5/6/2023,East,Clothing,194,86.88,16790.42,0.004
5/7/2023,North,Clothing,332,91.2,30223.98,0.036
5/8/2023,South,Food,124,12.85,1721.43,0.195
5/9/2023,East,Home,212,26.45,5694.95,0.17
5/10/2023,South,Clothing,223,66.26,14774.4,0.166
5/10/2023,East,Food,254,33.99,8646.33,0.01
5/11/2023,South,Food,204,34.28,6961.58,0.141
5/12/2023,North,Electronics,215,472.17,101538.17,0.277
5/13/2023,West,Home,180,55.67,9984.74,0.119
5/14/2023,North,Food,213,46.39,9779.45,0.187
5/15/2023,West,Food,182,9.27,1621.06,0.234
5/16/2023,South,Home,231,57.58,13302.03,0.235
5/17/2023,East,Home,181,200.53,36239.38,0.156
5/18/2023,North,Food,218,39.06,8511.72,0.257
5/19/2023,West,Home,198,218.23,43155.81,0.117
5/20/2023,North,Food,256,12.51,3163.44,0.267
5/21/2023,West,Food,197,40.88,8096.02,
5/21/2023,North,Food,111,37.41,4164.88,0.084
5/22/2023,West,Food,263,8.88,2334.96,0.016
5/23/2023,West,Electronics,154,255.42,39378.63,0.239
5/24/2023,South,Home,167,142.4,23804.83,0.125
5/25/2023,West,Home,170,95,16222.33,0.069
5/26/2023,South,Electronics,268,474.16,127051.89,0.07
5/27/2023,West,Home,93,263.97,24527.73,0.27
5/28/2023,East,Electronics,356,112.26,39899.5,0.25
5/29/2023,East,Clothing,252,74.09,18649.23,0.166
5/30/2023,East,Food,211,34.86,7403.7,0.185
5/31/2023,West,Electronics,197,249.35,49186.95,0.142
5/31/2023,South,Home,214,91.99,19733.88,0.117
6/1/2023,South,Home,226,154.25,34770.79,0.275
6/2/2023,West,Clothing,232,139.56,32432.08,0.038
6/3/2023,East,Electronics,227,236.85,53673.02,0.126
6/4/2023,East,Electronics,204,187.24,38241.87,0.103
6/5/2023,South,Food,190,42.91,8134.51,0.149
6/6/2023,East,Home,192,127.39,24494.01,0.137
6/7/2023,North,Food,190,49.16,9273.78,0.156
6/8/2023,South,Electronics,256,363.85,93204.16,0.042
6/9/2023,East,Food,229,18.64,4195.31,0.154
6/10/2023,South,Clothing,52,16.62,830.82,0.073
6/11/2023,North,Food,232,20.75,4764.1,0.055
6/11/2023,South,Electronics,209,156.35,32589.44,0.019
6/12/2023,South,Food,199,7.95,1586.78,0.229
6/13/2023,South,Clothing,180,26.53,4865.7,0.128
6/14/2023,South,Home,256,131.51,33799.91,0.188
6/15/2023,North,Clothing,247,84.93,20982.57,0.218
6/16/2023,West,Food,161,16.5,2712.33,0.204
6/17/2023,South,Home,220,23.57,5197,0.141
6/18/2023,South,Electronics,151,313.96,47432.9,0.116
6/19/2023,East,Home,131,145.09,18989.68,0.113
6/20/2023,South,Food,168,42.21,7101.03,0.192
6/21/2023,East,Electronics,243,387.22,94121.33,0.148
6/21/2023,West,Clothing,247,128.06,31601.9,
6/22/2023,North,Food,225,37.11,8345.88,0.262
6/23/2023,North,Electronics,236,452.2,106716.28,0.051
6/24/2023,West,Food,225,30.6,6926.32,0.041
6/25/2023,North,Clothing,167,118.78,19782.96,
6/26/2023,West,Food,221,24.45,5400.87,0.09
6/27/2023,West,Electronics,240,344.52,82780.4,0.006
6/28/2023,West,Home,237,246.09,58381.53,0.267
6/29/2023,North,Home,259,50.62,13178.04,0.068
6/30/2023,East,Home,235,131.24,30842.62,0.279
7/1/2023,West,Food,217,47.83,10395.16,0.215
7/2/2023,South,Electronics,253,259.95,65817.46,0.229
7/2/2023,North,Food,198,44.06,8801.89,0.06
7/3/2023,West,Electronics,155,426.28,65975.82,0.07
7/4/2023,West,Electronics,191,141.5,26960.73,0.156
7/5/2023,South,Clothing,162,50.43,8235.13,0.052
7/6/2023,East,Clothing,166,71.93,11926.54,0.092
7/7/2023,East,Food,192,19.02,3618.25,0.096
7/8/2023,East,Food,160,40.23,6374.09,0.048
7/9/2023,West,Clothing,184,92.98,17080.57,0.062
7/10/2023,West,Electronics,105,464.33,48684.53,0.237
7/11/2023,West,Home,210,56.34,11935.95,0.05
7/12/2023,North,Clothing,200,57.6,11518.88,0.009
7/13/2023,South,Clothing,159,29.39,4670.11,0.189
7/13/2023,West,Electronics,232,295.92,68682.84,0.293
7/14/2023,South,Food,246,21.53,5344.5,0.099
7/15/2023,South,Food,119,28.67,3459.02,
7/16/2023,East,Electronics,161,216.59,34924.67,0.171
7/17/2023,North,Electronics,161,96.49,15503.35,0.272
7/18/2023,West,Food,153,28.59,4359.38,0.235
7/19/2023,East,Food,241,35.18,8516.83,0.187
7/20/2023,East,Electronics,190,490.91,93246.53,0.095
7/21/2023,West,Home,186,190.65,35460.64,0.163
7/22/2023,South,Electronics,99,245.97,24370.97,0.027
7/23/2023,East,Clothing,231,76.51,17713.07,0.204
7/23/2023,South,Home,138,86.98,11914.36,0.218
7/24/2023,North,Clothing,202,117.3,23730.34,0.29
7/25/2023,South,Food,213,6.32,1334.47,0.078
7/26/2023,North,Clothing,268,57.94,15563.29,0.006
7/27/2023,South,Electronics,134,248.09,33282.91,0.164
7/28/2023,East,Home,49,176.9,8748.5,0.212
7/29/2023,East,Clothing,209,80.56,16904.71,0.237
7/30/2023,North,Home,290,119.36,34681.73,
7/31/2023,West,Electronics,261,90.82,23776.2,0.079
8/1/2023,North,Electronics,210,333.48,70045.37,0.154
8/2/2023,North,Electronics,175,356.99,62474.86,0.099
8/3/2023,South,Food,240,26,6283.64,0.258
8/3/2023,South,Clothing,151,130.03,19671.13,0.142
8/4/2023,North,Home,223,43.7,9729.65,0.24
8/5/2023,East,Clothing,225,84.49,19030.49,0.174
8/6/2023,South,Home,253,82.88,20966.89,0.232
8/7/2023,West,Electronics,337,173.52,58433.54,0.1
8/8/2023,South,Home,219,255.32,55979.6,0.249
8/9/2023,South,Food,174,38.51,6703.5,0.082
8/10/2023,West,Food,198,12.57,2591.3,0.164
8/11/2023,North,Home,111,118.27,13046.7,0.064
8/12/2023,West,Food,165,25.73,4217.61,0.143
8/13/2023,North,Food,179,17.88,3202.15,0.095
8/13/2023,North,Electronics,173,398.06,68921.25,0.08
8/14/2023,North,Electronics,207,457.15,94650.02,0.29
8/15/2023,West,Home,158,185.46,29318.2,0.048
8/16/2023,North,Food,256,42.1,10721.24,0.236
8/17/2023,East,Food,200,23.8,4702.15,
8/18/2023,West,Clothing,199,133.78,26638.35,0.006
8/19/2023,East,Electronics,183,357.92,65431.15,0.21
8/20/2023,North,Electronics,207,333.03,68910.62,0.076
8/21/2023,South,Food,241,31.83,7696.08,
8/22/2023,North,Clothing,156,32.72,5055.2,0.121
8/23/2023,East,Electronics,167,89.96,15103.59,0.281
8/24/2023,East,Clothing,184,42.24,7833.36,0.004
8/24/2023,West,Electronics,132,489.37,64518.27,0.176
8/25/2023,South,Food,159,30.62,4821.96,0.15
8/26/2023,West,Electronics,176,177.22,31076.43,0.262
8/27/2023,East,Food,243,48.58,11765.81,0.025
8/28/2023,North,Clothing,213,39.85,8526.37,0.204
8/29/2023,South,Clothing,209,117.12,24457.39,0.204
8/30/2023,North,Electronics,242,101.26,24527.96,0.201
8/31/2023,North,Electronics,193,96.54,18556.1,0.283
9/1/2023,South,Clothing,219,98.24,21554.46,0.247
9/2/2023,West,Clothing,194,20.45,3939.54,
9/3/2023,North,Food,213,15.81,3368.14,0.141
9/3/2023,East,Electronics,170,324.97,55240.26,0.119
9/4/2023,North,Food,78,25.5,1925.42,0.093
9/5/2023,South,Home,193,270.35,52119.9,0.135
9/6/2023,South,Food,271,21.05,5752.94,
9/7/2023,South,Electronics,246,96.91,23859.81,0.13
9/8/2023,West,Clothing,248,42.48,10587.54,0.294
9/9/2023,North,Electronics,261,247.03,64491.06,0.027
9/10/2023,West,Electronics,204,489,99763.15,0.277
9/11/2023,West,Home,209,171.84,35828.26,0.144
9/12/2023,South,Electronics,169,195.6,33042.88,0.187
9/13/2023,South,Clothing,184,19.65,3614.23,0.249
9/14/2023,West,Food,230,14.42,3414.26,0.108
9/14/2023,North,Food,260,6.77,1794.55,0.129
9/15/2023,East,Food,193,38.36,7480.28,0.123
9/16/2023,West,Electronics,177,310.94,55066.26,0.112
9/17/2023,North,Clothing,200,87.68,17500.43,0.278
9/18/2023,South,Clothing,230,138.29,31812.56,0.249
9/19/2023,South,Electronics,127,429.59,54569.74,0.033
9/20/2023,North,Clothing,85,126.99,10747.19,0.032
9/21/2023,East,Electronics,172,174.21,29944.9,0.128
9/22/2023,South,Electronics,138,174.95,24132.81,0.03
9/23/2023,South,Clothing,174,116.44,20340.84,0.186
9/24/2023,South,Electronics,192,470.77,90283.8,0.043
9/24/2023,North,Food,177,30.08,5384.45,0.157
9/25/2023,West,Food,272,38.42,10403.4,0.002
9/26/2023,South,Home,216,166.12,35813.32,0.095
9/27/2023,West,Electronics,215,445.69,95882.35,0.203
9/28/2023,East,Electronics,231,115.08,26620.07,0.145
9/29/2023,South,Electronics,143,168.67,24182.54,0.293
9/30/2023,South,Food,251,38.76,9768.8,
10/1/2023,East,Food,196,36.2,7198.19,0.108
10/2/2023,South,Electronics,233,286.86,66866.32,0.014
10/3/2023,West,Home,146,297.26,43392.14,0.254
10/4/2023,North,Electronics,122,220.45,26912.05,0.273
10/5/2023,West,Clothing,240,23.61,5728.57,0.246
10/5/2023,North,Food,218,24.83,5373.97,0.038
10/6/2023,North,Home,154,98.7,15167.21,0.299
10/7/2023,West,Food,156,35.79,5567.79,0.078
10/8/2023,West,Home,256,69.47,17679.09,0.217
10/9/2023,West,Clothing,140,101.77,14254.7,0.272
10/10/2023,West,Home,282,273.13,76928.35,0.071
10/11/2023,East,Electronics,154,142.68,21975.37,0.272
10/12/2023,South,Home,231,207.67,48015.03,0.093
10/13/2023,North,Clothing,183,123.25,22530.91,
10/14/2023,West,Home,230,194.94,44920.06,0.084
10/15/2023,West,Clothing,172,132.39,22698.05,0.286
10/15/2023,West,Food,191,47.33,9099.59,0.016
10/16/2023,East,Clothing,202,142.94,28907.64,0.213
10/17/2023,West,Food,149,20.85,3020.85,0.16
10/18/2023,West,Electronics,237,372.81,88491.51,0.143
10/19/2023,West,Electronics,174,161.24,28052.57,0.067
10/20/2023,South,Electronics,188,349.43,65648.97,0.212
10/21/2023,East,Electronics,150,189.13,28299.15,0.057
10/22/2023,West,Home,71,109.75,7781.25,0.166
10/23/2023,North,Electronics,190,456.19,86669.73,
10/24/2023,North,Home,320,291.94,93425.93,0.287
10/25/2023,North,Clothing,239,22.89,5455.82,
10/26/2023,East,Electronics,199,252.75,50328.91,0.06
10/26/2023,East,Food,186,25.94,4805.46,0.073
10/27/2023,North,Food,201,7.62,1434.87,0.124
10/28/2023,West,Clothing,227,62.9,14270.83,0.07
10/29/2023,East,Food,140,24.62,3328.43,0.147
10/30/2023,North,Food,255,12.06,3092.99,0.262
10/31/2023,North,Electronics,235,246.74,57934.93,0.214
11/1/2023,West,Home,235,143.32,33688.37,0.174
11/2/2023,South,Home,221,272.33,60250.63,0.027
11/3/2023,East,Food,200,31.59,6270.56,0.208
11/4/2023,West,Electronics,233,361.93,84382.75,0.05
11/5/2023,North,Food,229,47.36,10823.77,0.236
11/5/2023,North,Electronics,182,114.12,20857.5,0.075
11/6/2023,West,Electronics,171,496.88,84948.22,0.125
11/7/2023,East,Electronics,205,145.6,29805.98,0.105
11/8/2023,South,Clothing,277,15.99,4463.59,0.258
11/9/2023,South,Home,138,111.45,15358.31,0.038
11/10/2023,North,Food,126,10.16,1238.09,0.17
11/11/2023,East,Food,208,10.68,2197.55,0.043
11/12/2023,South,Clothing,202,64.71,13069.19,0.211
11/13/2023,East,Clothing,208,147.17,30678.47,0.272
11/14/2023,East,Clothing,212,71.8,15124.9,0.13
11/15/2023,North,Home,188,142.72,26832.51,0.146
11/16/2023,South,Electronics,274,340.14,93229.61,0.278
11/16/2023,West,Home,119,66.12,7877.95,0.156
11/17/2023,North,Food,158,29.26,4688.57,0.146
11/18/2023,South,Clothing,194,122.7,23800.08,0.173
11/19/2023,South,Food,117,26.79,3125.2,0.207
11/20/2023,South,Clothing,191,76.68,14675.5,0.032
11/21/2023,South,Home,283,185.71,52560.9,0.246
11/22/2023,South,Home,201,40.22,8064.7,0.131
11/23/2023,East,Clothing,211,145.51,30728.42,0.022
11/24/2023,North,Electronics,136,425.77,57872.09,0.236
11/25/2023,East,Food,169,19.41,3249.73,0.113
11/26/2023,West,Home,181,230.67,41724.87,0.03
11/26/2023,South,Electronics,184,86.8,16038.85,0.19
11/27/2023,North,Food,264,32.69,8469.11,0.264
11/28/2023,South,Food,227,23.26,5299.8,0.266
11/29/2023,North,Food,144,6.85,988.11,0.287
11/30/2023,East,Electronics,212,496.62,105199.4,0.26
12/1/2023,North,Food,224,16.94,3810.05,0.001
12/2/2023,West,Home,257,194.01,49884.36,0.114
12/3/2023,West,Electronics,279,401.45,112034.03,
12/4/2023,North,Electronics,149,186.27,27621.64,0.11
12/5/2023,North,Home,159,120.1,19164.22,0.18
12/6/2023,North,Electronics,137,123.19,16840.14,0.182
12/7/2023,North,Home,188,199.98,37630.57,0.11
12/7/2023,West,Clothing,223,78.37,17513.56,0.271
12/8/2023,South,Electronics,249,363.01,90345.66,0.151
12/9/2023,North,Home,196,115.85,22739.62,0.139
12/10/2023,North,Clothing,184,41.01,7526.57,0.299
12/11/2023,West,Clothing,207,32.42,6607.37,0.148
12/12/2023,West,Clothing,158,55.21,8781.57,0.054
12/13/2023,East,Food,304,48.6,14735.65,0.154
12/14/2023,North,Electronics,119,366.66,43589.82,0.244
12/15/2023,East,Clothing,209,45.71,9533.24,0.233
12/16/2023,West,Home,301,229.81,69186.42,0.237
12/17/2023,West,Electronics,200,195.89,39175.14,0.212
12/17/2023,South,Food,190,28.77,5493.7,0.076
12/18/2023,North,Clothing,182,61.31,11091.45,0.259
12/19/2023,East,Food,190,31.66,5978.28,0.268
12/20/2023,West,Electronics,268,178,47698.2,0.058
12/21/2023,West,Home,89,192.17,17198.02,0.039
12/22/2023,East,Clothing,276,135.3,37337.11,
12/23/2023,South,Electronics,128,171.86,22052.34,0.26
12/24/2023,West,Electronics,186,105.18,19565.41,0.268
12/25/2023,North,Electronics,178,135.01,24007.6,0.266
12/26/2023,West,Clothing,229,21.77,4972.99,0.163
12/27/2023,North,Clothing,120,28.05,3357.58,0.194
12/28/2023,East,Home,223,254.6,56805.98,0.164
12/28/2023,North,Clothing,301,53.05,16036.78,0.015
12/29/2023,East,Electronics,131,223.35,29276.83,0.224
12/30/2023,North,Food,209,23.49,4968.76,0.152
12/31/2023,East,Food,166,14.8,2408.56,0.194
1/1/2024,North,Electronics,221,219.43,48473.3,0.151
1/2/2024,South,Electronics,200,275.44,55051.78,0.148
1/3/2024,North,Electronics,167,85.75,14335.97,0.052
1/4/2024,North,Food,224,6.16,1361.89,0.084
1/5/2024,South,Food,290,14.98,4380.69,0.048
1/6/2024,West,Clothing,190,18.66,3498.85,0.059
1/7/2024,West,Home,235,299.07,70283.6,0.292
1/8/2024,North,Home,135,230.22,31114.04,0.046
1/8/2024,South,Food,152,26.35,3901.93,0.081
1/9/2024,North,Home,223,119.48,26750.12,0.177
1/10/2024,East,Electronics,274,204.29,55961.3,
1/11/2024,East,Electronics,217,358.81,77760.52,0.046
1/12/2024,North,Electronics,184,485.43,89327.02,0.238
1/13/2024,West,Electronics,199,101.18,20136.49,0.236
1/14/2024,West,Clothing,137,134.8,18463.51,0.071
1/15/2024,North,Home,230,255.42,58796.16,0.087
1/16/2024,North,Electronics,244,316.85,77348.77,
1/17/2024,East,Electronics,177,290.12,51366.13,0.248
1/18/2024,West,Clothing,176,140.13,24685.39,0.209
1/18/2024,North,Home,213,145.24,30930.9,
1/19/2024,East,Clothing,178,83.71,14989.15,0.125
1/20/2024,West,Clothing,196,76.13,14847.52,0.168
1/21/2024,South,Electronics,304,465.25,141442.98,0.056
1/22/2024,East,Electronics,187,250.77,46897.24,0.134
1/23/2024,West,Home,182,139.25,25384.16,
1/24/2024,West,Home,167,295.95,49381.46,
1/25/2024,East,Electronics,237,203.21,48073.59,0.234
1/26/2024,South,Home,190,280.63,53327.54,
1/27/2024,East,Food,167,40.66,6804.28,0.097
1/28/2024,West,Home,266,229.51,61124.14,0.252
1/29/2024,North,Clothing,270,22.42,5989.88,0.031
1/29/2024,North,Clothing,169,93.1,15791.63,0.251
1/30/2024,East,Clothing,106,26.15,2890.27,0.046
1/31/2024,West,Food,250,42.59,10628.61,0.025
2/1/2024,North,Electronics,165,204.25,33636.7,0.193
2/2/2024,West,Electronics,239,80.47,19211.98,0.142
2/3/2024,East,Clothing,101,49.94,5044.64,0.272
2/4/2024,North,Food,244,45.57,11147.27,0.109
2/5/2024,West,Electronics,139,357.97,49728.26,0.086
2/6/2024,North,Food,236,5.41,1354.52,0.15
2/7/2024,East,Home,200,44.52,8848.27,0.137
2/8/2024,West,Electronics,152,86.82,13109.68,0.103
2/8/2024,North,Food,179,35.12,6341.82,0.208
2/9/2024,East,Clothing,234,92.07,21430.65,0.228
2/10/2024,North,Home,205,206.28,42277.19,0.256
2/11/2024,North,Electronics,229,313.76,72006.92,0.292
2/12/2024,South,Food,298,13.48,4016.44,0.08
2/13/2024,South,Home,121,65.9,7917.86,0.215
2/14/2024,East,Home,280,226.07,63296.73,0.118
2/15/2024,South,Food,205,17.09,3500.91,0.203
2/16/2024,East,Clothing,155,144.7,22436.53,
2/17/2024,South,Food,133,8.88,1214.15,0.298
2/18/2024,North,Home,190,67.96,12860.44,0.219
2/19/2024,East,Food,246,27.63,6881.36,0.286
2/19/2024,East,Electronics,193,386.15,74539.21,
2/20/2024,North,Home,275,205.46,56537.84,0.271
2/21/2024,East,Food,127,20.03,2512.4,0.244
2/22/2024,East,Food,199,28.48,5731.84,0.138
2/23/2024,South,Electronics,137,379.1,51923.85,0.076
2/24/2024,East,Food,218,5.38,1186.72,0.111
2/25/2024,West,Clothing,244,87,21181.34,0.006
2/26/2024,North,Food,178,37.09,6552.17,0.157
2/27/2024,South,Electronics,69,306.93,21212.58,0.152
2/28/2024,South,Food,209,7.38,1520.24,0.158
2/29/2024,West,Home,221,269.71,59563.22,0.292
2/29/2024,North,Electronics,220,317.61,69842.04,0.273
3/1/2024,North,Home,261,191.88,50115.63,0.049
3/2/2024,South,Clothing,146,45.68,6637.83,0.111
3/3/2024,East,Home,234,129.63,30327.54,0.127
3/4/2024,South,Food,259,30.96,8019.39,0.108
3/5/2024,North,Food,111,11.97,1232.8,0.24
3/6/2024,West,Food,215,21.03,4447.89,
3/7/2024,South,Home,174,99.11,17261.95,0.172
3/8/2024,North,Clothing,195,65.08,12653.75,0.256
3/9/2024,South,Clothing,217,119.24,25927.92,0.242
3/10/2024,East,Food,175,23.91,4232.59,0.04
3/11/2024,South,Home,166,161.09,26776.9,
3/11/2024,South,Food,201,5.26,1148.25,0.131
3/12/2024,North,Food,145,8.53,1232.7,0.088
3/13/2024,North,Clothing,145,120.54,17510.74,0.015
3/14/2024,North,Home,233,113.58,26434.92,0.146
3/15/2024,South,Electronics,142,498.14,70858.5,0.107
3/16/2024,East,Clothing,233,92.83,21728.57,0.075
3/17/2024,West,Electronics,223,421.24,93937.11,0.208
3/18/2024,West,Clothing,113,124.35,14070.88,0.231
3/19/2024,North,Clothing,166,47.17,7898.18,0.073
3/20/2024,North,Clothing,259,45.29,11722.75,0.015
3/21/2024,South,Food,150,47.39,7075.67,0.255
3/21/2024,West,Clothing,176,50.21,8880.66,
3/22/2024,North,Clothing,223,16.23,3623.21,0.281
3/23/2024,East,Electronics,239,135.95,32501.2,0.188
3/24/2024,East,Clothing,187,84,15666.29,0.097
3/25/2024,North,Electronics,170,133.9,22677.12,0.074
3/26/2024,North,Electronics,271,322.97,87536.68,0.003
3/27/2024,West,Food,286,13.6,3934.85,0.071
3/28/2024,West,Food,248,40.57,10050.07,0.041
3/29/2024,South,Food,204,25.43,5259.54,0.184
3/30/2024,West,Clothing,159,91.84,14567.36,0.05
3/31/2024,East,Clothing,158,132.18,20831.7,0.159
4/1/2024,East,Home,226,202.63,45791.02,0.177
4/1/2024,North,Clothing,220,111.93,24620.47,0.089
4/2/2024,West,Clothing,270,65.23,17650.6,0.011
4/3/2024,South,Electronics,232,90.79,21024.53,0.011
4/4/2024,East,Clothing,124,76.82,9594.08,0.008
4/5/2024,East,Clothing,252,68.25,17297.35,0.222
4/6/2024,South,Clothing,150,132.05,19805.54,0.095
4/7/2024,South,Food,180,29.01,5284.29,0.239
4/8/2024,East,Clothing,212,145.51,30795.3,0.13
4/9/2024,East,Food,299,21.47,6473.29,0.136
4/10/2024,South,Food,355,41.32,14720.96,0.154
4/11/2024,East,Home,230,52.28,12067.57,0.214
4/11/2024,North,Food,190,10.25,1946.72,0.082
4/12/2024,North,Home,226,221.45,49899.99,0.036
4/13/2024,South,Electronics,244,307.38,74968.63,0.167
4/14/2024,West,Electronics,183,116.13,21220.49,0.098
4/15/2024,South,Electronics,289,103.95,29992.64,0.133
4/16/2024,South,Food,211,44.13,9317.54,0.194
4/17/2024,West,Home,224,35.82,8002.73,0.148
4/18/2024,West,Electronics,233,308.62,71867.23,
4/19/2024,West,Home,221,140.82,31068.28,0.163
4/20/2024,North,Electronics,241,347.87,83800.89,0.222
4/21/2024,East,Home,169,164.46,27849.81,0.212
4/22/2024,North,Clothing,172,62.72,10754.79,0.16
4/22/2024,East,Electronics,144,289.21,41620.49,0.204
4/23/2024,North,Clothing,221,81.29,17942.26,0.262
4/24/2024,East,Electronics,238,185.97,44277.81,0.13
4/25/2024,North,Electronics,222,209.26,46478.53,0.124
4/26/2024,West,Clothing,283,56.78,15916.51,0.229
4/27/2024,South,Home,199,135.32,26979.76,0.175
4/28/2024,North,Clothing,233,70.5,16498.32,0.021
4/29/2024,East,Clothing,145,75.04,10828.29,0.268
4/30/2024,West,Food,180,12.73,2242.79,0.009
5/1/2024,North,Food,234,41.35,9653.39,0.225
5/2/2024,North,Electronics,242,349.21,84471.02,0.228
5/2/2024,West,Clothing,185,106.97,19800.65,0.286
5/3/2024,North,Electronics,196,159.77,31217.59,0.016
5/4/2024,South,Electronics,124,374.73,46410.62,0.179
5/5/2024,North,Food,182,11.23,2120.82,0.128
5/6/2024,South,Electronics,244,230.62,56224.87,0.099
5/7/2024,South,Clothing,228,23.65,5454.37,0.027
5/8/2024,West,Food,225,33.77,7616.02,0.169
5/9/2024,North,Electronics,202,212.62,42858.78,0.144
5/10/2024,West,Food,200,45.81,9193.77,0.031
5/11/2024,North,Electronics,166,401.94,66716.16,0.184
5/12/2024,North,Home,234,127.26,29756.07,0.221
5/13/2024,East,Clothing,221,128.91,28501.36,0.23
5/13/2024,North,Home,224,179.13,40148.85,0.272
5/14/2024,West,Food,173,40.74,7083.4,0.123
5/15/2024,South,Electronics,92,397.63,36640.87,
5/16/2024,North,Food,254,45.26,11516.45,
5/17/2024,East,Home,176,249.81,43897.78,0.089
5/18/2024,West,Food,156,23.48,3639.2,0.048
5/19/2024,North,Home,234,253.01,59351.49,0.131
5/20/2024,West,Home,180,158.32,28533.82,0.121
5/21/2024,East,Electronics,252,325.51,82146.98,0.173
5/22/2024,East,Electronics,230,487.12,112107.37,0.175
5/23/2024,West,Food,234,8.99,2115.75,0.225
5/23/2024,North,Clothing,131,47.23,6202.2,0.153
5/24/2024,South,Home,260,241.27,62728.37,0.031
5/25/2024,East,Home,213,102.81,21811.64,0.257
5/26/2024,North,Clothing,181,110.04,19918.14,0.093
5/27/2024,North,Electronics,207,356.4,73835.33,0.291
5/28/2024,South,Food,111,16.3,1779.32,0.035
5/29/2024,East,Electronics,220,269.73,59361.2,0.287
5/30/2024,East,Home,148,58.18,8653.22,0.027
5/31/2024,North,Clothing,132,143.88,18946.68,0.069
6/1/2024,North,Food,123,30.75,3759.68,0.014
6/2/2024,South,Electronics,255,450.97,114946.45,0.212
6/3/2024,South,Food,168,20.6,3419.69,0.255
6/3/2024,East,Clothing,276,57.78,15882.9,
6/4/2024,West,Food,173,45.21,7776.31,
6/5/2024,East,Electronics,114,265.65,30355.07,
6/6/2024,North,Food,144,19.94,2825.59,
6/7/2024,East,Home,261,116.83,30498.95,0.254
6/8/2024,West,Electronics,192,421.76,80952.78,0.089
6/9/2024,South,Electronics,172,475.01,81760.66,0.106
6/10/2024,West,Electronics,208,352.48,73381.4,0.272
6/11/2024,West,Food,225,41.35,9346.95,0.27
6/12/2024,West,Food,255,16.09,4118.26,0.293
6/13/2024,South,Clothing,272,109.71,29829.57,0.271
6/13/2024,West,Electronics,182,332.76,60502.73,0.038
6/14/2024,West,Clothing,133,70.24,9439.1,0.247
6/15/2024,West,Food,179,33.52,5962.1,0.123
6/16/2024,North,Clothing,213,108.61,23167.11,0.297
6/17/2024,West,Home,151,201.22,30437.2,0.142
6/18/2024,South,Electronics,152,244.53,37140.8,0.166
6/19/2024,West,Food,217,34.49,7536.23,0.159
6/20/2024,West,Clothing,197,54.68,10810.17,0.097
6/21/2024,South,Clothing,201,75.25,15211.65,0.023
6/22/2024,West,Food,162,18.92,3041.57,0.269
6/23/2024,South,Food,188,36.24,6748.83,0.241
6/24/2024,West,Home,153,250.34,38276.75,0.042
6/24/2024,South,Electronics,244,446.2,108883.24,0.233
6/25/2024,West,Electronics,251,322.33,80907.74,
6/26/2024,West,Food,107,29.46,3132.55,0.123
6/27/2024,North,Food,153,8.27,1169.85,0.076
6/28/2024,North,Electronics,125,306.92,38388.52,0.258
6/29/2024,West,Electronics,167,113.3,19019.72,0.21
6/30/2024,West,Electronics,195,317.66,61966.91,0.164
7/1/2024,East,Home,127,143.63,18271.47,0.183
7/2/2024,South,Electronics,153,246.45,37735.47,0.027
7/3/2024,East,Clothing,149,60.06,8968.79,0.142
